#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
BattleSport (Europe);BattleSport (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
BattleTanx - Global Assault (Europe) (En,Es,It);BattleTanx - Global Assault (Europe) (En,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
BattleTanx - Global Assault (Europe) (En,Fr,De);BattleTanx - Global Assault (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;;;;;
Beach Volleyball (Europe) (En,Fr,De,Es,It);Beach Volleyball (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Beast Wars - Transformers (Europe) (En,Fr,De,Es,It) (Demo);Beast Wars - Transformers (Europe) (En,Fr,De,Es,It) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Beast Wars - Transformers (Europe) (En,Fr,De,Es,It);Beast Wars - Transformers (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Beat-Em-Up Special (Europe);Beat-Em-Up Special (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Beatmania (Europe);Beatmania (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bedlam (Europe) (En,Fr,De,Es,It,Nl);Bedlam (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Best Horror Games Ever Demo (Europe, Australia);Best Horror Games Ever Demo (Europe, Australia);Sony PlayStation;;;;;;;;;;;;;;;;;;
Best PlayStation Games Ever, The - No. 1 of 4 (Europe, Australia);Best PlayStation Games Ever, The - No. 1 of 4 (Europe, Australia);Sony PlayStation;;;;;;;;;;;;;;;;;;
Best Sports Games Ever (Europe, Australia);Best Sports Games Ever (Europe, Australia);Sony PlayStation;;;;;;;;;;;;;;;;;;
Best Sports Games Ever 2000 (Europe, Australia);Best Sports Games Ever 2000 (Europe, Australia);Sony PlayStation;;;;;;;;;;;;;;;;;;
Beyblade (Europe) (En,Fr,De,Es,It);Beyblade (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Big Air (Europe) (En,Fr,De,Sv);Big Air (Europe) (En,Fr,De,Sv);Sony PlayStation;;;;;;;;;;;;;;;;;;
Big Bass Fishing (Europe) (En,Fr,De,Es,It);Big Bass Fishing (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Big Strike Bowling (Europe) (En,De,It);Big Strike Bowling (Europe) (En,De,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bio F.R.E.A.K.S. (Europe);Bio F.R.E.A.K.S. (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bishi Bashi Special (Europe);Bishi Bashi Special (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Black Dawn (Europe);Black Dawn (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blade (Europe) (Beta);Blade (Europe) (Beta);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blade (Europe);Blade (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blam! Machinehead (Europe);Blam! Machinehead (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blast Chamber (Europe) (En,Fr,De,Es,It);Blast Chamber (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blast Radius (Europe) (Demo);Blast Radius (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blast Radius (Europe);Blast Radius (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blaster Master - Blasting Again (Europe) (En,Fr,De,Es,It);Blaster Master - Blasting Again (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blasto (Europe) (En,Fr,De,Es,It);Blasto (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blaze & Blade - Eternal Quest (Europe);Blaze & Blade - Eternal Quest (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blazing Dragons (Europe);Blazing Dragons (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Block Buster (Europe);Block Buster (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blockbuster Playstation Challenge (Europe);Blockbuster Playstation Challenge (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blockids (Europe);Blockids (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blood Lines (Europe) (Beta);Blood Lines (Europe) (Beta);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blood Lines (Europe) (En,Fr,De,Es,It);Blood Lines (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Blood Omen - Legacy of Kain (Europe);Blood Omen - Legacy of Kain (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bloody Roar - Hyper Beast Duel (Europe) (Demo);Bloody Roar - Hyper Beast Duel (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bloody Roar - Hyper Beast Duel (Europe);Bloody Roar - Hyper Beast Duel (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bloody Roar 2 - Bringer of the New Age (Europe) (Demo);Bloody Roar 2 - Bringer of the New Age (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bloody Roar 2 - Bringer of the New Age (Europe);Bloody Roar 2 - Bringer of the New Age (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bob the Builder - Can We Fix It (Europe);Bob the Builder - Can We Fix It (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bomberman (Europe);Bomberman (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bomberman Fantasy Race (Europe) (En,Fr,De,Es);Bomberman Fantasy Race (Europe) (En,Fr,De,Es);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bomberman World (Europe, Australia) (En,Fr,De,Es,It);Bomberman World (Europe, Australia) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bombing Islands, The (Europe);Bombing Islands, The (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Brahma Force (Europe);Brahma Force (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bratz - Dress Up, Get Down and Be a Bratz Superstar! (Europe) (En,Fr,De,Es,It);Bratz - Dress Up, Get Down and Be a Bratz Superstar! (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Break Point (Europe) (En,Fr);Break Point (Europe) (En,Fr);Sony PlayStation;;;;;;;;;;;;;;;;;;
Breaker Pro Version 1.1 (Europe) (Unl);Breaker Pro Version 1.1 (Europe) (Unl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Breakout - A Story of Bat Meets Ball...! (Europe) (En,Fr,De,It);Breakout - A Story of Bat Meets Ball...! (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Breath of Fire III (Europe);Breath of Fire III (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Breath of Fire IV (Europe);Breath of Fire IV (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Brian Lara Cricket (Europe);Brian Lara Cricket (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Broken Helix (Europe);Broken Helix (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Broken Sword - The Shadow of the Templars (Europe);Broken Sword - The Shadow of the Templars (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Broken Sword II - The Smoking Mirror (Europe);Broken Sword II - The Smoking Mirror (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Brunswick Circuit Pro Bowling (Europe);Brunswick Circuit Pro Bowling (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Brunswick Circuit Pro Bowling 2 (Europe);Brunswick Circuit Pro Bowling 2 (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bubble Bobble also featuring Rainbow Islands (Europe);Bubble Bobble also featuring Rainbow Islands (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bubsy 3D - Furbitten Planet (Europe) (Beta);Bubsy 3D - Furbitten Planet (Europe) (Beta);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bubsy 3D - Furbitten Planet (Europe);Bubsy 3D - Furbitten Planet (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Buggy (Europe) (En,Fr,De,Es,It,Pt) (EDC);Buggy (Europe) (En,Fr,De,Es,It,Pt) (EDC);Sony PlayStation;;;;;;;;;;;;;;;;;;
Buggy (Europe) (En,Fr,De,Es,It,Pt);Buggy (Europe) (En,Fr,De,Es,It,Pt);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bugriders - The Race of Kings (Europe);Bugriders - The Race of Kings (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bugs Bunny & Taz - Time Busters (Europe) (En,Fr,De,Es,It,Nl);Bugs Bunny & Taz - Time Busters (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bugs Bunny - Lost in Time (Europe) (En,Fr,De,Es,It,Nl) (Demo);Bugs Bunny - Lost in Time (Europe) (En,Fr,De,Es,It,Nl) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bugs Bunny - Lost in Time (Europe) (En,Fr,De,Es,It,Nl);Bugs Bunny - Lost in Time (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Burning Road (Europe);Burning Road (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
BursTrick - Wake Boarding!! (Europe) (En,Fr,De);BursTrick - Wake Boarding!! (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bushido Blade (Europe);Bushido Blade (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bust-A-Groove (Europe) (En,Fr,De,Es,It) (Beta 1);Bust-A-Groove (Europe) (En,Fr,De,Es,It) (Beta 1);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bust-A-Groove (Europe) (En,Fr,De,Es,It) (Beta 2);Bust-A-Groove (Europe) (En,Fr,De,Es,It) (Beta 2);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bust-A-Groove (Europe) (En,Fr,De,Es,It);Bust-A-Groove (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bust-A-Move 2 - Arcade Edition (Europe);Bust-A-Move 2 - Arcade Edition (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bust-A-Move 3 DX (Europe);Bust-A-Move 3 DX (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Bust-A-Move 4 (Europe);Bust-A-Move 4 (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Buttsubushi (Europe, Australia);Buttsubushi (Europe, Australia);Sony PlayStation;;;;;;;;;;;;;;;;;;
C-12 - Final Resistance (Europe) (Beta);C-12 - Final Resistance (Europe) (Beta);Sony PlayStation;;;;;;;;;;;;;;;;;;
C-12 - Final Resistance (Europe) (En,Fr,De,Es,It) (Demo);C-12 - Final Resistance (Europe) (En,Fr,De,Es,It) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
C-12 - Final Resistance (Europe) (Es,It);C-12 - Final Resistance (Europe) (Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
C-12 - Final Resistance (Europe) (Fr,De);C-12 - Final Resistance (Europe) (Fr,De);Sony PlayStation;;;;;;;;;;;;;;;;;;
C-12 - Final Resistance (Europe);C-12 - Final Resistance (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
C3 Racing - Car Constructors Championship (Europe) (En,Fr,De,Es,It) (Rev 1);C3 Racing - Car Constructors Championship (Europe) (En,Fr,De,Es,It) (Rev 1);Sony PlayStation;;;;;;;;;;;;;;;;;;
C3 Racing - Car Constructors Championship (Europe) (En,Fr,De,Es,It);C3 Racing - Car Constructors Championship (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
CT Special Forces (Europe) (En,Fr,De,Es,It,Nl);CT Special Forces (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
CT Special Forces - Back to Hell (Europe) (En,Fr,De,Es,It,Nl);CT Special Forces - Back to Hell (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
CT Special Forces 3 - Bioterror (Europe) (En,Fr,De,Es,It,Nl);CT Special Forces 3 - Bioterror (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
CTR - Crash Team Racing (Europe) (En,Fr,De,Es,It,Nl) (EDC);CTR - Crash Team Racing (Europe) (En,Fr,De,Es,It,Nl) (EDC);Sony PlayStation;;;;;;;;;;;;;;;;;;
CTR - Crash Team Racing (Europe) (En,Fr,De,Es,It,Nl);CTR - Crash Team Racing (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Caesars Palace (Europe);Caesars Palace (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Caesars Palace 2000 - Millennium Gold Edition (Europe);Caesars Palace 2000 - Millennium Gold Edition (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Caesars Palace II (Europe);Caesars Palace II (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
California Surfing (Europe);California Surfing (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
California Watersports (Europe) (En,Fr,De);California Watersports (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;;;;;
Canal+ Premier Manager (Europe) (Fr,Es,It);Canal+ Premier Manager (Europe) (Fr,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Capcom Generations (Europe) (Disc 1) (Wings of Destiny);Capcom Generations (Europe) (Disc 1) (Wings of Destiny);Sony PlayStation;;;;;;;;;;;;;;;;;;
Capcom Generations (Europe) (Disc 2) (Chronicles of Arthur);Capcom Generations (Europe) (Disc 2) (Chronicles of Arthur);Sony PlayStation;;;;;;;;;;;;;;;;;;
Capcom Generations (Europe) (Disc 3) (The First Generation);Capcom Generations (Europe) (Disc 3) (The First Generation);Sony PlayStation;;;;;;;;;;;;;;;;;;
Capcom Generations (Europe) (Disc 4) (Blazing Guns);Capcom Generations (Europe) (Disc 4) (Blazing Guns);Sony PlayStation;;;;;;;;;;;;;;;;;;
Capcom vs. SNK - Millennium Fight 2000 Pro (Europe);Capcom vs. SNK - Millennium Fight 2000 Pro (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Card Shark (Europe);Card Shark (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cardinal Syn (Europe);Cardinal Syn (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Carmageddon (Europe) (En,Fr,Es,It);Carmageddon (Europe) (En,Fr,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Carnage Heart (Europe) (En,Fr,De,Es,It);Carnage Heart (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Casper (Europe) (En,Fr,De);Casper (Europe) (En,Fr,De);Sony PlayStation;;;;;;;;;;;;;;;;;;
Casper - Friends Around the World (Europe) (En,Fr,De,Es,It);Casper - Friends Around the World (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Castlevania - Symphony of the Night (Europe);Castlevania - Symphony of the Night (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Castlevania Chronicles (Europe);Castlevania Chronicles (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Castrol Honda Superbike Racing (Europe) (En,Fr,De,It);Castrol Honda Superbike Racing (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Castrol Honda VTR (Europe) (En,Fr,De,It);Castrol Honda VTR (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Centipede (Europe) (En,Es,Sv);Centipede (Europe) (En,Es,Sv);Sony PlayStation;;;;;;;;;;;;;;;;;;
Centipede (Europe) (Fr,De,It,Nl);Centipede (Europe) (Fr,De,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Championship Bass (Europe);Championship Bass (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Championship Manager Quiz (Europe);Championship Manager Quiz (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Championship Motocross 2001 featuring Ricky Carmichael (Europe);Championship Motocross 2001 featuring Ricky Carmichael (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Championship Motocross featuring Ricky Carmichael (Europe) (Demo);Championship Motocross featuring Ricky Carmichael (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Championship Motocross featuring Ricky Carmichael (Europe);Championship Motocross featuring Ricky Carmichael (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Championship Surfer (Europe) (En,Fr,De,Es,It,Nl);Championship Surfer (Europe) (En,Fr,De,Es,It,Nl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chaos Break (Europe) (En,Fr,De,It);Chaos Break (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chase the Express (Europe) (Disc 1) (Beta);Chase the Express (Europe) (Disc 1) (Beta);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chase the Express (Europe) (Disc 1);Chase the Express (Europe) (Disc 1);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chase the Express (Europe) (Disc 2) (Beta);Chase the Express (Europe) (Disc 2) (Beta);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chase the Express (Europe) (Disc 2);Chase the Express (Europe) (Disc 2);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cheat Factory for Final Fantasy IX (Europe) (Unl);Cheat Factory for Final Fantasy IX (Europe) (Unl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cheat Master Volume 1 - Fighting Master (Europe) (Unl);Cheat Master Volume 1 - Fighting Master (Europe) (Unl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cheat Master Volume 2 - Sports Master (Europe) (Unl);Cheat Master Volume 2 - Sports Master (Europe) (Unl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cheat Master Volume 3 - RaceMaster (Europe) (Unl);Cheat Master Volume 3 - RaceMaster (Europe) (Unl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cheat Master Volume 4 - Strategy Master (Europe) (Unl);Cheat Master Volume 4 - Strategy Master (Europe) (Unl);Sony PlayStation;;;;;;;;;;;;;;;;;;
Checkmate (Europe);Checkmate (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Checkmate II (Europe);Checkmate II (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cheesy (Europe) (En,Fr);Cheesy (Europe) (En,Fr);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chessmaster 3-D, The (Europe);Chessmaster 3-D, The (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chessmaster II (Europe);Chessmaster II (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chicken Run (Europe) (Fr,De,Es,It);Chicken Run (Europe) (Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chicken Run (Europe);Chicken Run (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chill (Europe) (Demo);Chill (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chill (Europe) (En,Fr,De,Es,It);Chill (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
China - The Forbidden City (Europe) (En,Es,Nl,Sv);China - The Forbidden City (Europe) (En,Es,Nl,Sv);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chocobo Racing (Europe);Chocobo Racing (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chris Kamara's Street Soccer (Europe);Chris Kamara's Street Soccer (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chronicles of the Sword (Europe) (Disc 1);Chronicles of the Sword (Europe) (Disc 1);Sony PlayStation;;;;;;;;;;;;;;;;;;
Chronicles of the Sword (Europe) (Disc 2);Chronicles of the Sword (Europe) (Disc 2);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cindy's Caribbean Holiday (Europe);Cindy's Caribbean Holiday (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cindy's Fashion World (Europe);Cindy's Fashion World (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Circuit Breakers (Europe) (En,Fr,De,Es,It) (Demo-Add-On Disc);Circuit Breakers (Europe) (En,Fr,De,Es,It) (Demo-Add-On Disc);Sony PlayStation;;;;;;;;;;;;;;;;;;
Circuit Breakers (Europe) (En,Fr,De,Es,It);Circuit Breakers (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
City of Lost Children, The (Europe) (En,Es,It);City of Lost Children, The (Europe) (En,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Civilization II (Europe);Civilization II (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cleopatra Fortune (Europe);Cleopatra Fortune (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Clock Tower (Europe);Clock Tower (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Codemasters Demo Disk (Europe);Codemasters Demo Disk (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Codemasters Q3 2000 Demo (Europe);Codemasters Q3 2000 Demo (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally (Europe) (Demo);Colin McRae Rally (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally (Europe) (En,Fr,De,Es) (Rev 1);Colin McRae Rally (Europe) (En,Fr,De,Es) (Rev 1);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally (Europe) (En,Fr,De,Es) (Rev 2);Colin McRae Rally (Europe) (En,Fr,De,Es) (Rev 2);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally (Europe) (En,Fr,De,Es) (Rev 3);Colin McRae Rally (Europe) (En,Fr,De,Es) (Rev 3);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally (Europe) (En,Fr,De,Es);Colin McRae Rally (Europe) (En,Fr,De,Es);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally 2.0 (Europe) (En,Fr,De,Es,It) (Rev 1);Colin McRae Rally 2.0 (Europe) (En,Fr,De,Es,It) (Rev 1);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally 2.0 (Europe) (En,Fr,De,Es,It) (Rev 2);Colin McRae Rally 2.0 (Europe) (En,Fr,De,Es,It) (Rev 2);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colin McRae Rally 2.0 (Europe) (En,Fr,De,Es,It);Colin McRae Rally 2.0 (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colony Wars (Europe) (Disc 1);Colony Wars (Europe) (Disc 1);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colony Wars (Europe) (Disc 2);Colony Wars (Europe) (Disc 2);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colony Wars (Europe) (Fr,De) (Demo);Colony Wars (Europe) (Fr,De) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colony Wars - Red Sun (Europe);Colony Wars - Red Sun (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colony Wars - Vengeance (Europe) (Demo);Colony Wars - Vengeance (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Colony Wars - Vengeance (Europe);Colony Wars - Vengeance (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer (Europe) (Demo);Command & Conquer (Europe) (Demo);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer (Europe) (Disc 1) (GDI);Command & Conquer (Europe) (Disc 1) (GDI);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer (Europe) (Disc 2) (NOD);Command & Conquer (Europe) (Disc 2) (NOD);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer - Red Alert & Bloody Roar (Europe);Command & Conquer - Red Alert & Bloody Roar (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer - Red Alert (Europe) (Disc 1) (Allies);Command & Conquer - Red Alert (Europe) (Disc 1) (Allies);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer - Red Alert (Europe) (Disc 2) (Soviet);Command & Conquer - Red Alert (Europe) (Disc 2) (Soviet);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer - Red Alert - Retaliation (Europe) (Disc 1) (Allies);Command & Conquer - Red Alert - Retaliation (Europe) (Disc 1) (Allies);Sony PlayStation;;;;;;;;;;;;;;;;;;
Command & Conquer - Red Alert - Retaliation (Europe) (Disc 2) (Soviet);Command & Conquer - Red Alert - Retaliation (Europe) (Disc 2) (Soviet);Sony PlayStation;;;;;;;;;;;;;;;;;;
Constructor (Europe) (En,Fr,De,Es);Constructor (Europe) (En,Fr,De,Es);Sony PlayStation;;;;;;;;;;;;;;;;;;
Contra - Legacy of War (Europe);Contra - Legacy of War (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cool Boarders (Europe);Cool Boarders (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cool Boarders 2 (Europe);Cool Boarders 2 (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cool Boarders 3 (Europe);Cool Boarders 3 (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Cool Boarders 4 (Europe);Cool Boarders 4 (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It);Courier Crisis - The Saga of the Modern Fatalist (Europe) (En,Fr,De,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Crash Bandicoot (Europe) (EDC);Crash Bandicoot (Europe) (EDC);Sony PlayStation;;;;;;;;;;;;;;;;;;
Crash Bandicoot (Europe);Crash Bandicoot (Europe);Sony PlayStation;;;;;;;;;;;;;;;;;;
Crash Bandicoot 2 - Cortex Strikes Back (Europe) (En,Fr,De,Es,It) (Beta);Crash Bandicoot 2 - Cortex Strikes Back (Europe) (En,Fr,De,Es,It) (Beta);Sony PlayStation;;;;;;;;;;;;;;;;;;
Crash Bandicoot 2 - Cortex Strikes Back (Europe) (En,Fr,De,Es,It) (EDC);Crash Bandicoot 2 - Cortex Strikes Back (Europe) (En,Fr,De,Es,It) (EDC);Sony PlayStation;;;;;;;;;;;;;;;;;;
Crash Bandicoot 2 - Cortex Strikes Back (Europe) (En,Fr,De,Es,It);Crash Bandicoot 2 - Cortex Strikes Back (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Crash Bandicoot 3 - Warped (Europe) (En,Fr,De,Es,It);Crash Bandicoot 3 - Warped (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Crash Bash (Europe) (En,Fr,De,Es,It);Crash Bash (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
Creatures (Europe) (En,Fr,De,Es,It);Creatures (Europe) (En,Fr,De,Es,It);Sony PlayStation;;;;;;;;;;;;;;;;;;
