#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Gekitou Burning Pro Wres (Japan);Gekitou Burning Pro Wres (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gemfire (USA);Gemfire (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Genghis Khan II - Clan of the Gray Wolf (USA);Genghis Khan II - Clan of the Gray Wolf (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Genjuu Ryodan (Japan) (NP);Genjuu Ryodan (Japan) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Genocide 2 (Japan);Genocide 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
George Foreman's KO Boxing (USA) (Rev 1);George Foreman's KO Boxing (USA) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Gerry Anderson's Thunderbirds - Kokusai Kyuujotai Shutsudou Seyo!! (Japan);Gerry Anderson's Thunderbirds - Kokusai Kyuujotai Shutsudou Seyo!! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Get in the Hole (Japan);Get in the Hole (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Getsumen no Anubis (Japan);Getsumen no Anubis (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ghost Chaser Densei (Japan);Ghost Chaser Densei (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ghoul Patrol (Europe);Ghoul Patrol (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Gindama Oyakata no Pachinko Hisshouhou (Japan) (Rev 1);Gindama Oyakata no Pachinko Hisshouhou (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Ginga Eiyuu Densetsu (Japan);Ginga Eiyuu Densetsu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ginga Sengoku Gunyuuden Rai (Japan);Ginga Sengoku Gunyuuden Rai (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gionbana (Japan);Gionbana (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Go Go Ackman (Japan);Go Go Ackman (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Go Go Ackman 2 (Japan);Go Go Ackman 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Go Go Ackman 3 (Japan);Go Go Ackman 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Go! Go! Dodge League (Japan) (Rev 1);Go! Go! Dodge League (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Goal! (USA);Goal! (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Gods (Europe);Gods (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Gojira - Kaijuu Daikessen (Japan) (Rev 1);Gojira - Kaijuu Daikessen (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Gokinjo Boukentai (Japan);Gokinjo Boukentai (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gokujou Parodius (Japan);Gokujou Parodius (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gon (Japan) (En);Gon (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Goof Troop (Europe);Goof Troop (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Goofy to Max - Kaizoku-jima no Daibouken (Japan);Goofy to Max - Kaizoku-jima no Daibouken (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gouketsuji Ichizoku (Japan);Gouketsuji Ichizoku (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gourmet Sentai Barayarou (Japan);Gourmet Sentai Barayarou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gourmet Warriors (World) (Aftermarket) (Unl);Gourmet Warriors (World) (Aftermarket) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Gousou Jinrai Densetsu - Musha (Japan);Gousou Jinrai Densetsu - Musha (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Gradius III (Japan) (En);Gradius III (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Granhistoria - Genshi Sekaiki (Japan) (Rev 1);Granhistoria - Genshi Sekaiki (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan);Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Great Battle II, The - Last Fighter Twin (Japan);Great Battle II, The - Last Fighter Twin (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Great Battle III, The (Japan);Great Battle III, The (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Great Battle IV, The (Japan);Great Battle IV, The (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Great Battle V, The (Japan);Great Battle V, The (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Great Circus Mystery Starring Mickey & Minnie, The (Europe);Great Circus Mystery Starring Mickey & Minnie, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Great Waldo Search, The (USA);Great Waldo Search, The (USA);Super Famicom;;;;;;;;;;;;;;;;;;
GunForce (Japan) (En);GunForce (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
HAL's Hole in One Golf (Europe);HAL's Hole in One Golf (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Habu Meijin no Omoshiro Shougi (Japan);Habu Meijin no Omoshiro Shougi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hagane (Japan);Hagane (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hagane - The Final Conflict (Europe);Hagane - The Final Conflict (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Haisei Mahjong - Ryouga (Japan);Haisei Mahjong - Ryouga (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hakunetsu Pro Yakyuu '93 - Ganba League (Japan);Hakunetsu Pro Yakyuu '93 - Ganba League (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan);Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hakunetsu Pro Yakyuu - Ganba League (Japan) (Rev 1);Hakunetsu Pro Yakyuu - Ganba League (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Hameln no Violin Hiki (Japan);Hameln no Violin Hiki (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hammer Lock Wrestling (USA);Hammer Lock Wrestling (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Hana no Keiji - Kumo no Kanata ni (Japan);Hana no Keiji - Kumo no Kanata ni (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hanafuda Ou (Japan);Hanafuda Ou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan);Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hansei Zaru Jiro-kun no Daibouken (Japan);Hansei Zaru Jiro-kun no Daibouken (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Rev 1);Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Harapeko Bakka (Japan);Harapeko Bakka (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
HardBall III (USA);HardBall III (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Harley's Humongous Adventure (Europe);Harley's Humongous Adventure (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Harvest Moon (Europe);Harvest Moon (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Hashire Hebereke (Japan);Hashire Hebereke (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hat Trick Hero (Japan) (En);Hat Trick Hero (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Hat Trick Hero 2 (Japan);Hat Trick Hero 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan);Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hayazashi Nidan Morita Shougi (Japan);Hayazashi Nidan Morita Shougi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hayazashi Nidan Morita Shougi 2 (Japan);Hayazashi Nidan Morita Shougi 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Head-On Soccer (USA);Head-On Soccer (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Hebereke no Oishii Puzzle wa Irimasenka (Japan);Hebereke no Oishii Puzzle wa Irimasenka (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hebereke no Popoon (Japan);Hebereke no Popoon (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hebereke's Popoitto (Europe);Hebereke's Popoitto (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Hebereke's Popoon (Europe);Hebereke's Popoon (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Heian Fuuunden (Japan);Heian Fuuunden (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heisei Gunjin Shougi (Japan);Heisei Gunjin Shougi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan);Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heisei Shin Onigashima - Kouhen (Japan);Heisei Shin Onigashima - Kouhen (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heisei Shin Onigashima - Zenpen (Japan);Heisei Shin Onigashima - Zenpen (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heiwa Pachinko World (Japan);Heiwa Pachinko World (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heiwa Pachinko World 2 (Japan);Heiwa Pachinko World 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heiwa Pachinko World 3 (Japan);Heiwa Pachinko World 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game (Japan);Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hello! Pac-Man (Japan);Hello! Pac-Man (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heracles no Eikou III - Kamigami no Chinmoku (Japan);Heracles no Eikou III - Kamigami no Chinmoku (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Heracles no Eikou IV - Kamigami kara no Okurimono (Japan);Heracles no Eikou IV - Kamigami kara no Okurimono (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hercules (USA) (Pirate);Hercules (USA) (Pirate);Super Famicom;;;;;;;;;;;;;;;;;;
Hero Senki - Project Olympus (Japan);Hero Senki - Project Olympus (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hi no Ouji - Yamato Takeru (Japan);Hi no Ouji - Yamato Takeru (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Higashio Osamu Kanshuu Super Pro Yakyuu Stadium (Japan);Higashio Osamu Kanshuu Super Pro Yakyuu Stadium (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hilda (World) (Aftermarket) (Unl);Hilda (World) (Aftermarket) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Hind Strike (USA) (Homebrew);Hind Strike (USA) (Homebrew);Super Famicom;;;;;;;;;;;;;;;;;;
Hiouden - Mamono-tachi to no Chikai (Japan);Hiouden - Mamono-tachi to no Chikai (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hiryuu no Ken S - Golden Fighter (Japan);Hiryuu no Ken S - Golden Fighter (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hiryuu no Ken S - Hyper Version (Japan);Hiryuu no Ken S - Hyper Version (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hissatsu Pachinko Collection (Japan);Hissatsu Pachinko Collection (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hissatsu Pachinko Collection 2 (Japan);Hissatsu Pachinko Collection 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hissatsu Pachinko Collection 3 (Japan);Hissatsu Pachinko Collection 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hissatsu Pachinko Collection 4 (Japan);Hissatsu Pachinko Collection 4 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu (Japan);Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hisshou 777 Fighter II - Pachi-Slot Maruhi Jouhou (Japan);Hisshou 777 Fighter II - Pachi-Slot Maruhi Jouhou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hisshou 777 Fighter III - Kokuryuu Ou no Fukkatsu (Japan);Hisshou 777 Fighter III - Kokuryuu Ou no Fukkatsu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hisshou Pachi-Slot Fun (Japan);Hisshou Pachi-Slot Fun (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hit the Ice - VHL - The Official Video Hockey League (USA);Hit the Ice - VHL - The Official Video Hockey League (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou (Japan);Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan);Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan);Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Holy Striker (Japan);Holy Striker (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Holy Umbrella - Dondera no Mubou!! (Japan);Holy Umbrella - Dondera no Mubou!! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Home Alone (Europe);Home Alone (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Home Alone 2 - Lost in New York (Europe);Home Alone 2 - Lost in New York (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Home Improvement - Power Tool Pursuit! (USA);Home Improvement - Power Tool Pursuit! (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Hong Kong '97 (Japan) (En,Ja,Zh-Hant) (CM) (Unl);Hong Kong '97 (Japan) (En,Ja,Zh-Hant) (CM) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Honkaku Mahjong - Tetsuman (Japan);Honkaku Mahjong - Tetsuman (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honkaku Mahjong - Tetsuman II (Japan);Honkaku Mahjong - Tetsuman II (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honkaku Shougi - Fuuunji Ryuuou (Japan);Honkaku Shougi - Fuuunji Ryuuou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honkakuha Igo - Gosei (Japan);Honkakuha Igo - Gosei (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honke Hanafuda (Japan);Honke Hanafuda (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honke Sankyo Fever - Jikki Simulation (Japan);Honke Sankyo Fever - Jikki Simulation (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honke Sankyo Fever 2 - Jikki Simulation (Japan);Honke Sankyo Fever 2 - Jikki Simulation (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honke Sankyo Fever 3 - Jikki Simulation (Japan);Honke Sankyo Fever 3 - Jikki Simulation (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Honoo no Toukyuuji - Dodge Danpei (Japan);Honoo no Toukyuuji - Dodge Danpei (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hook (Europe);Hook (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Hoshi no Kirby 3 (Japan);Hoshi no Kirby 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hoshi no Kirby Super Deluxe (Japan) (Rev 2);Hoshi no Kirby Super Deluxe (Japan) (Rev 2);Super Famicom;;;;;;;;;;;;;;;;;;
Houkago in Beppin Jogakuin (Japan);Houkago in Beppin Jogakuin (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hourai Gakuen no Bouken! - Tenkousei Scramble (Japan);Hourai Gakuen no Bouken! - Tenkousei Scramble (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Human Baseball (Japan);Human Baseball (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Human Grand Prix (Japan) (En);Human Grand Prix (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Human Grand Prix II (Japan) (En);Human Grand Prix II (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Human Grand Prix III - F1 Triple Battle (Japan) (En);Human Grand Prix III - F1 Triple Battle (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Human Grand Prix IV - F1 Dream Battle (Japan) (En);Human Grand Prix IV - F1 Dream Battle (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Humans, The (Europe);Humans, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Hungry Dinosaurs (Europe);Hungry Dinosaurs (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Hunt for Red October, The (Europe);Hunt for Red October, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Hurricanes (Europe);Hurricanes (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Hyper Iria (Japan);Hyper Iria (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Hyper V-Ball (Europe);Hyper V-Ball (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
HyperZone (Europe);HyperZone (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Idea no Hi (Japan);Idea no Hi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ignition Factor, The (USA);Ignition Factor, The (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Igo Club (Japan) (Rev 2);Igo Club (Japan) (Rev 2);Super Famicom;;;;;;;;;;;;;;;;;;
Ihatovo Monogatari (Japan);Ihatovo Monogatari (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ikari no Yousai (Japan);Ikari no Yousai (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Illusion of Gaia (USA);Illusion of Gaia (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Illusion of Time (Europe);Illusion of Time (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Illvanian no Shiro (Japan);Illvanian no Shiro (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Imperium (USA);Imperium (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Inazuma Serve da! Super Beach Volley (Japan) (En);Inazuma Serve da! Super Beach Volley (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Incantation (Europe);Incantation (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Incognity - A Rover Story (World) (v0.9.0) (Aftermarket) (Unl);Incognity - A Rover Story (World) (v0.9.0) (Aftermarket) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Incredible Crash Dummies, The (Europe);Incredible Crash Dummies, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Incredible Hulk, The (Europe);Incredible Hulk, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Inindo - Way of the Ninja (USA);Inindo - Way of the Ninja (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Inspector Gadget (USA);Inspector Gadget (USA);Super Famicom;;;;;;;;;;;;;;;;;;
International Sensible Soccer - World Champions (Europe) (En,Fr,De,It) (Rev 1);International Sensible Soccer - World Champions (Europe) (En,Fr,De,It) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
International Superstar Soccer (Europe);International Superstar Soccer (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
International Superstar Soccer Deluxe (Europe);International Superstar Soccer Deluxe (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
International Tennis Tour (Europe);International Tennis Tour (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Ippatsu Gyakuten (Japan);Ippatsu Gyakuten (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Irem Skins Game, The (USA) (Arcade);Irem Skins Game, The (USA) (Arcade);Super Famicom;;;;;;;;;;;;;;;;;;
Iron Commando - Koutetsu no Senshi (Japan);Iron Commando - Koutetsu no Senshi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Isozuri - Ritou Hen (Japan);Isozuri - Ritou Hen (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Itadaki Street 2 - Neon Sign wa Barairo ni (Japan);Itadaki Street 2 - Neon Sign wa Barairo ni (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Itchy & Scratchy Game, The (Europe);Itchy & Scratchy Game, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Itoi Shigesato no Bass Tsuri No. 1 (Japan);Itoi Shigesato no Bass Tsuri No. 1 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Itou Hatasu Rokudan no Shougi Doujou (Japan) (Rev 1);Itou Hatasu Rokudan no Shougi Doujou (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Izzy's Quest for the Olympic Rings (Europe);Izzy's Quest for the Olympic Rings (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
J.League '96 Dream Stadium (Japan);J.League '96 Dream Stadium (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Excite Stage '94 (Japan) (Rev 1);J.League Excite Stage '94 (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Excite Stage '95 (Japan);J.League Excite Stage '95 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Excite Stage '96 (Japan) (Rev 1);J.League Excite Stage '96 (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Soccer - Prime Goal (Japan) (Rev 1);J.League Soccer - Prime Goal (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Soccer - Prime Goal 2 (Japan);J.League Soccer - Prime Goal 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Soccer - Prime Goal 3 (Japan);J.League Soccer - Prime Goal 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Super Soccer '95 - Jikkyou Stadium (Japan);J.League Super Soccer '95 - Jikkyou Stadium (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
J.League Super Soccer (Japan);J.League Super Soccer (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
J.R.R. Tolkien's The Lord of the Rings - Volume 1 (USA);J.R.R. Tolkien's The Lord of the Rings - Volume 1 (USA);Super Famicom;;;;;;;;;;;;;;;;;;
J.R.R. Tolkien's The Lord of the Rings - Volume One (Europe);J.R.R. Tolkien's The Lord of the Rings - Volume One (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
JB The Super Bass (Japan);JB The Super Bass (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
JRA PAT (Japan) (TJAJ);JRA PAT (Japan) (TJAJ);Super Famicom;;;;;;;;;;;;;;;;;;
JRA PAT - Wide Taiouban (Japan) (TJDJ);JRA PAT - Wide Taiouban (Japan) (TJDJ);Super Famicom;;;;;;;;;;;;;;;;;;
JWP Joshi Pro Wres - Pure Wrestle Queens (Japan);JWP Joshi Pro Wres - Pure Wrestle Queens (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jack Nicklaus Golf (Europe);Jack Nicklaus Golf (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En) (Rev 1);Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
James Bond Jr (Europe);James Bond Jr (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
James Pond's Crazy Sports (Europe);James Pond's Crazy Sports (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Jammes (Japan);Jammes (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Janyuuki - Gokuu Randa (Japan);Janyuuki - Gokuu Randa (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jelly Boy (Europe);Jelly Boy (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Jeopardy! (USA);Jeopardy! (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Jeopardy! - Deluxe Edition (USA);Jeopardy! - Deluxe Edition (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Jeopardy! - Sports Edition (USA);Jeopardy! - Sports Edition (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Jerry Boy (Japan);Jerry Boy (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jet Pilot Rising (World) (De) (Aftermarket) (Unl);Jet Pilot Rising (World) (De) (Aftermarket) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Jetsons, The - Invasion of the Planet Pirates (USA);Jetsons, The - Invasion of the Planet Pirates (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Jigsaw Party (Japan);Jigsaw Party (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Oshaberi Parodius (Japan);Jikkyou Oshaberi Parodius (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Power Pro Wrestling '96 - Max Voltage (Japan);Jikkyou Power Pro Wrestling '96 - Max Voltage (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Powerful Pro Yakyuu '94 (Japan);Jikkyou Powerful Pro Yakyuu '94 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan) (Rev 1);Jikkyou Powerful Pro Yakyuu '96 - Kaimaku Ban (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Powerful Pro Yakyuu - Basic Ban '98 (Japan);Jikkyou Powerful Pro Yakyuu - Basic Ban '98 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Powerful Pro Yakyuu 2 (Japan) (Rev 2);Jikkyou Powerful Pro Yakyuu 2 (Japan) (Rev 2);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Powerful Pro Yakyuu 3 (Japan) (Rev 1);Jikkyou Powerful Pro Yakyuu 3 (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan) (Rev 1);Jikkyou Powerful Pro Yakyuu 3 - '97 Haru (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou World Soccer - Perfect Eleven (Japan) (Rev 1);Jikkyou World Soccer - Perfect Eleven (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Jikkyou World Soccer 2 - Fighting Eleven (Japan) (Rev 1) (NP);Jikkyou World Soccer 2 - Fighting Eleven (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Jim Lee's WildC.A.T.S - Covert-Action-Teams (USA);Jim Lee's WildC.A.T.S - Covert-Action-Teams (USA);Super Famicom;;;;;;;;;;;;;;;;;;
