#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Nintendo Scope 6 (Europe);Nintendo Scope 6 (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Nishijin Pachinko 3 (Japan);Nishijin Pachinko 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Nishijin Pachinko Monogatari (Japan);Nishijin Pachinko Monogatari (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Nishijin Pachinko Monogatari 2 (Japan);Nishijin Pachinko Monogatari 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Nitropunks - Might Heads (Japan);Nitropunks - Might Heads (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
No Escape (USA);No Escape (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Nobunaga no Yabou - Haouden (Japan) (Rev 1);Nobunaga no Yabou - Haouden (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Nobunaga no Yabou - Tenshouki (Japan) (Rev 1);Nobunaga no Yabou - Tenshouki (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Nobunaga's Ambition (USA);Nobunaga's Ambition (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Nolan Ryan's Baseball (USA);Nolan Ryan's Baseball (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Nomark Baku Haitou - Shijou Saikyou no Janshi-tachi (Japan);Nomark Baku Haitou - Shijou Saikyou no Janshi-tachi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Nontan to Issho - Kurukuru Puzzle (Japan);Nontan to Issho - Kurukuru Puzzle (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Nosferatu (Japan);Nosferatu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Nuke Your Mum! (World) (Unl);Nuke Your Mum! (World) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Numbers Paradise (Japan) (Rev 1);Numbers Paradise (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Obitus (USA);Obitus (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Oda Nobunaga - Haou no Gundan (Japan);Oda Nobunaga - Haou no Gundan (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
"Odekake Lester - Lelele no Le (^^; (Japan)";"Odekake Lester - Lelele no Le (^^; (Japan)";Super Famicom;;;;;;;;;;;;;;;;;;
Oekaki Logic (Japan) (NP);Oekaki Logic (Japan) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Oekaki Logic 2 (Japan) (NP);Oekaki Logic 2 (Japan) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Ogre Battle - The March of the Black Queen (USA);Ogre Battle - The March of the Black Queen (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Okamoto Ayako to Match Play Golf - Ko Olina Golf Club in Hawaii (Japan);Okamoto Ayako to Match Play Golf - Ko Olina Golf Club in Hawaii (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Old Towers (USA) (Aftermarket) (Unl);Old Towers (USA) (Aftermarket) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Olivia no Mystery (Japan);Olivia no Mystery (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
On the Ball (Europe);On the Ball (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Ongaku Tsukuru Kanadeeru (Japan);Ongaku Tsukuru Kanadeeru (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan);Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Oomono Black Bass Fishing - Jinzouko Hen (Japan);Oomono Black Bass Fishing - Jinzouko Hen (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Oonita Atsushi FMW (Japan);Oonita Atsushi FMW (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Oozumou Spirits (Japan);Oozumou Spirits (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Operation Europe - Path to Victory 1939-45 (USA);Operation Europe - Path to Victory 1939-45 (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Operation Logic Bomb - The Ultimate Search & Destroy (Europe);Operation Logic Bomb - The Ultimate Search & Destroy (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Operation Starfi5h (Europe);Operation Starfi5h (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Operation Thunderbolt (USA);Operation Thunderbolt (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Oraga Land Shusai - Best Farmer Shuukakusai (Japan);Oraga Land Shusai - Best Farmer Shuukakusai (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Oscar (Europe);Oscar (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Ossu!! Karate-bu (Japan);Ossu!! Karate-bu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Othello World (Japan);Othello World (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Otoboke Ninja Colosseum (Japan);Otoboke Ninja Colosseum (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Otogirisou (Japan);Otogirisou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ou-chan no Oekaki Logic (Japan);Ou-chan no Oekaki Logic (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Out of This World (USA);Out of This World (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Out to Lunch (USA);Out to Lunch (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Outer World (Japan);Outer World (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Outlander (Europe);Outlander (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
P-Man (Japan);P-Man (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
P.T.O. - Pacific Theater of Operations (USA);P.T.O. - Pacific Theater of Operations (USA);Super Famicom;;;;;;;;;;;;;;;;;;
P.T.O. II - Pacific Theater of Operations (USA);P.T.O. II - Pacific Theater of Operations (USA);Super Famicom;;;;;;;;;;;;;;;;;;
PGA European Tour (Europe);PGA European Tour (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
PGA Tour 96 (USA) (Rev 1);PGA Tour 96 (USA) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
PGA Tour Golf (USA) (Rev 1);PGA Tour Golf (USA) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Pac-Attack (Europe);Pac-Attack (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pac-In-Time (Europe);Pac-In-Time (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pac-Man 2 - The New Adventures (Europe);Pac-Man 2 - The New Adventures (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pachi-Slot Gambler (Japan);Pachi-Slot Gambler (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1 (Japan);Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachi-Slot Kenkyuu (Japan);Pachi-Slot Kenkyuu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachi-Slot Land - Pachipachi Coin no Densetsu (Japan);Pachi-Slot Land - Pachipachi Coin no Densetsu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachi-Slot Love Story (Japan);Pachi-Slot Love Story (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachi-Slot Monogatari - PAL Kougyou Special (Japan);Pachi-Slot Monogatari - PAL Kougyou Special (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachi-Slot Monogatari - Universal Special (Japan);Pachi-Slot Monogatari - Universal Special (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Challenger (Japan);Pachinko Challenger (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Fan - Shouri Sengen (Japan) (Rev 1);Pachinko Fan - Shouri Sengen (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Maruhi Hisshouhou (Japan);Pachinko Maruhi Hisshouhou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Monogatari - Pachi-Slot mo Aru deyo!! (Japan);Pachinko Monogatari - Pachi-Slot mo Aru deyo!! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Monogatari 2 - Nagoya Shachihoko no Teiou (Japan);Pachinko Monogatari 2 - Nagoya Shachihoko no Teiou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Ren-chan Tengoku - Super CR Special (Japan);Pachinko Ren-chan Tengoku - Super CR Special (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Tetsujin - Nanaban Shoubu (Japan);Pachinko Tetsujin - Nanaban Shoubu (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Wars (Japan);Pachinko Wars (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachinko Wars II (Japan);Pachinko Wars II (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachio-kun Special (Japan);Pachio-kun Special (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachio-kun Special 2 (Japan);Pachio-kun Special 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pachio-kun Special 3 (Japan);Pachio-kun Special 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Packy & Marlon (USA) (En,Fr,Es);Packy & Marlon (USA) (En,Fr,Es);Super Famicom;;;;;;;;;;;;;;;;;;
Pagemaster, The (Europe);Pagemaster, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Paladin's Quest (USA);Paladin's Quest (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Panel de Pon (Japan);Panel de Pon (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Panic in Nakayoshi World (Japan);Panic in Nakayoshi World (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Paperboy 2 (Europe);Paperboy 2 (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Parame ROM Cassette Vol. 1 (Japan) (Unl);Parame ROM Cassette Vol. 1 (Japan) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Parame ROM Cassette Vol. 2 (Japan) (Unl);Parame ROM Cassette Vol. 2 (Japan) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Parame ROM Cassette Vol. 3 (Japan) (Unl);Parame ROM Cassette Vol. 3 (Japan) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Parame ROM Cassette Vol. 4 (Japan) (Unl);Parame ROM Cassette Vol. 4 (Japan) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Parame ROM Cassette Vol. 5 (Japan) (Unl);Parame ROM Cassette Vol. 5 (Japan) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Mini - Pachinko Jikki Simulation Game (Japan) (Rev 1);Parlor! Mini - Pachinko Jikki Simulation Game (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Mini 2 - Pachinko Jikki Simulation Game (Japan);Parlor! Mini 2 - Pachinko Jikki Simulation Game (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Mini 3 - Pachinko Jikki Simulation Game (Japan);Parlor! Mini 3 - Pachinko Jikki Simulation Game (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Mini 4 - Pachinko Jikki Simulation Game (Japan);Parlor! Mini 4 - Pachinko Jikki Simulation Game (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Mini 5 - Pachinko Jikki Simulation Game (Japan);Parlor! Mini 5 - Pachinko Jikki Simulation Game (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Mini 6 - Pachinko Jikki Simulation Game (Japan);Parlor! Mini 6 - Pachinko Jikki Simulation Game (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Mini 7 - Pachinko Jikki Simulation Game (Japan);Parlor! Mini 7 - Pachinko Jikki Simulation Game (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Parlor! (Japan);Parlor! Parlor! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Parlor! 2 (Japan);Parlor! Parlor! 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Parlor! 3 (Japan);Parlor! Parlor! 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Parlor! 5 (Japan);Parlor! Parlor! 5 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parlor! Parlor! IV CR (Japan);Parlor! Parlor! IV CR (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Parodius (Europe);Parodius (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Parodius Da! - Shinwa kara Owarai e (Japan);Parodius Da! - Shinwa kara Owarai e (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Peace Keepers, The (USA);Peace Keepers, The (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Pebble Beach no Hatou New - Tournament Edition (Japan);Pebble Beach no Hatou New - Tournament Edition (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Phalanx (Europe);Phalanx (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Phalanx - The Enforce Fighter A-144 (Japan) (En);Phalanx - The Enforce Fighter A-144 (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Phantom 2040 (Europe) (En,Fr,De);Phantom 2040 (Europe) (En,Fr,De);Super Famicom;;;;;;;;;;;;;;;;;;
Picachu - Pocket Monsters (USA) (Pirate);Picachu - Pocket Monsters (USA) (Pirate);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 1 (Japan) (Rev 1) (NP);Picross NP Vol. 1 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 2 (Japan) (Rev 1) (NP);Picross NP Vol. 2 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 3 (Japan) (Rev 1) (NP);Picross NP Vol. 3 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 4 (Japan) (Rev 1) (NP);Picross NP Vol. 4 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 5 (Japan) (Rev 1) (NP);Picross NP Vol. 5 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 6 (Japan) (Rev 1) (NP);Picross NP Vol. 6 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 7 (Japan) (Rev 1) (NP);Picross NP Vol. 7 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Picross NP Vol. 8 (Japan) (Rev 1) (NP);Picross NP Vol. 8 (Japan) (Rev 1) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Pieces (USA);Pieces (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Pierre le Chef is... Out to Lunch (Europe);Pierre le Chef is... Out to Lunch (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pikiinya! (Japan);Pikiinya! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pilotwings (Europe);Pilotwings (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pinball Dreams (Europe);Pinball Dreams (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pinball Fantasies (Europe);Pinball Fantasies (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pinball Pinball (Japan);Pinball Pinball (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pink Goes to Hollywood (Europe);Pink Goes to Hollywood (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pink Panther (Japan) (En);Pink Panther (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Pinkie (World) (Aftermarket) (Unl);Pinkie (World) (Aftermarket) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Pinocchio (Europe);Pinocchio (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pipe Dream (Japan);Pipe Dream (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pirates of Dark Water, The (Europe);Pirates of Dark Water, The (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pit-Fighter (Europe);Pit-Fighter (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pitfall - Maya no Daibouken (Japan) (En);Pitfall - Maya no Daibouken (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Pitfall - The Mayan Adventure (Europe);Pitfall - The Mayan Adventure (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Planet's Champ TG 3000, The (Japan);Planet's Champ TG 3000, The (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Plok (Europe);Plok (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Plok! (Japan);Plok! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pocky & Rocky (Europe);Pocky & Rocky (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pocky & Rocky 2 (Europe);Pocky & Rocky 2 (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pokemon Gold & Silver (USA) (Pirate);Pokemon Gold & Silver (USA) (Pirate);Super Famicom;;;;;;;;;;;;;;;;;;
Pokemon Stadium (USA) (Pirate);Pokemon Stadium (USA) (Pirate);Super Famicom;;;;;;;;;;;;;;;;;;
Pokonyan! - Henpokorin Adventure (Japan);Pokonyan! - Henpokorin Adventure (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pop'n TwinBee (Europe);Pop'n TwinBee (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Pop'n TwinBee - Rainbow Bell Adventures (Europe);Pop'n TwinBee - Rainbow Bell Adventures (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Popeye - Ijiwaru Majo Sea Hag no Maki (Japan);Popeye - Ijiwaru Majo Sea Hag no Maki (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Popful Mail (Japan);Popful Mail (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Popoitto Hebereke (Japan);Popoitto Hebereke (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Populous (Europe);Populous (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Porky Pig's Haunted Holiday (Europe);Porky Pig's Haunted Holiday (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Power Athlete (Japan) (En);Power Athlete (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Power Drive (Europe) (En,Fr,De,Es,Pt);Power Drive (Europe) (En,Fr,De,Es,Pt);Super Famicom;;;;;;;;;;;;;;;;;;
Power Instinct (USA);Power Instinct (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Power Lode Runner (Japan) (NP);Power Lode Runner (Japan) (NP);Super Famicom;;;;;;;;;;;;;;;;;;
Power Moves (USA);Power Moves (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Power Piggs of the Dark Age (Europe);Power Piggs of the Dark Age (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Power Rangers (Europe);Power Rangers (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Power Rangers Zeo - Battle Racers (Europe);Power Rangers Zeo - Battle Racers (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Power Soukoban (Japan);Power Soukoban (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Power of the Hired (Japan);Power of the Hired (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
PowerFest 94 (USA) (Competition Cart);PowerFest 94 (USA) (Competition Cart);Super Famicom;;;;;;;;;;;;;;;;;;
PowerMonger (Europe);PowerMonger (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
PowerMonger - Mashou no Bouryaku (Japan);PowerMonger - Mashou no Bouryaku (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Prehistorik Man (Europe) (En,Fr,De);Prehistorik Man (Europe) (En,Fr,De);Super Famicom;;;;;;;;;;;;;;;;;;
Primal Rage (Europe);Primal Rage (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Prince of Persia (Europe);Prince of Persia (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Prince of Persia 2 (Europe);Prince of Persia 2 (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Princess Maker - Legend of Another World (Japan);Princess Maker - Legend of Another World (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Princess Minerva (Japan);Princess Minerva (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Action Replay (Europe) (27c256) (Unl);Pro Action Replay (Europe) (27c256) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Action Replay MK3 (Europe) (Unl);Pro Action Replay MK3 (Europe) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Football '93 (Japan);Pro Football '93 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Football (Japan) (En);Pro Football (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Kishi Jinsei Simulation - Shougi no Hanamichi (Japan);Pro Kishi Jinsei Simulation - Shougi no Hanamichi (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Mahjong Kiwame (Japan) (Rev 1);Pro Mahjong Kiwame (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Mahjong Kiwame II (Japan) (Rev 1);Pro Mahjong Kiwame II (Japan) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Mahjong Kiwame III (Japan);Pro Mahjong Kiwame III (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Mahjong Tsuwamono (Japan) (Renkaban);Pro Mahjong Tsuwamono (Japan) (Renkaban);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Quarterback (USA);Pro Quarterback (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Soccer (Japan);Pro Soccer (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Sport Hockey (USA);Pro Sport Hockey (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Yakyuu Nettou - Puzzle Stadium (Japan);Pro Yakyuu Nettou - Puzzle Stadium (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Pro Yakyuu Star (Japan);Pro Yakyuu Star (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Psycho Dream (Japan);Psycho Dream (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Push-Over (Europe) (En,Fr,De,Es);Push-Over (Europe) (En,Fr,De,Es);Super Famicom;;;;;;;;;;;;;;;;;;
Putty Moon (Japan) (En);Putty Moon (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Putty Squad (Europe);Putty Squad (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Puzzle Bobble (Japan);Puzzle Bobble (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Puzzle Bobble - Bust-A-Move (Europe) (Rev 1);Puzzle Bobble - Bust-A-Move (Europe) (Rev 1);Super Famicom;;;;;;;;;;;;;;;;;;
Puzzle Nintama Rantarou - Ninjutsu Gakuen Puzzle Taikai no Dan (Japan);Puzzle Nintama Rantarou - Ninjutsu Gakuen Puzzle Taikai no Dan (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Puzzle'n Desu! (Japan);Puzzle'n Desu! (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Q-bert 3 (Japan);Q-bert 3 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Qwak (World) (Aftermarket) (Unl);Qwak (World) (Aftermarket) (Unl);Super Famicom;;;;;;;;;;;;;;;;;;
R-Type III (Europe);R-Type III (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
R-Type III - The Third Lightning (Japan) (En);R-Type III - The Third Lightning (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
R.P.M. Racing (Japan) (En);R.P.M. Racing (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
RPG Tsukuru - Super Dante (Japan);RPG Tsukuru - Super Dante (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
RPG Tsukuru 2 (Japan);RPG Tsukuru 2 (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Race Drivin' (Europe);Race Drivin' (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Radical Psycho Machine Racing (USA);Radical Psycho Machine Racing (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Radical Rex (Europe);Radical Rex (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Raiden Densetsu (Japan) (En);Raiden Densetsu (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Raiden Trad (USA);Raiden Trad (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Ramos Ruy no World Wide Soccer (Japan) (En);Ramos Ruy no World Wide Soccer (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
Rampart (USA);Rampart (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Ranma 1-2 (Europe);Ranma 1-2 (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Ranma 1-2 - Akanekodan Teki Hihou (Japan);Ranma 1-2 - Akanekodan Teki Hihou (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ranma 1-2 - Bakuretsu Rantou Hen (Japan);Ranma 1-2 - Bakuretsu Rantou Hen (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ranma 1-2 - Chougi Ranbu Hen (Japan);Ranma 1-2 - Chougi Ranbu Hen (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ranma 1-2 - Chounai Gekitou Hen (Japan);Ranma 1-2 - Chounai Gekitou Hen (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Ranma 1-2 - Hard Battle (USA);Ranma 1-2 - Hard Battle (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Ranma 1-2 - Ougi Jaanken (Japan);Ranma 1-2 - Ougi Jaanken (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Rap Jam - Volume One (USA) (En,Fr,Es);Rap Jam - Volume One (USA) (En,Fr,Es);Super Famicom;;;;;;;;;;;;;;;;;;
Realm (Europe);Realm (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Red October (Japan);Red October (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Redline F-1 Racer (USA);Redline F-1 Racer (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Rejoice - Aretha Oukoku no Kanata (Japan);Rejoice - Aretha Oukoku no Kanata (Japan);Super Famicom;;;;;;;;;;;;;;;;;;
Relief Pitcher (USA);Relief Pitcher (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Ren & Stimpy Show, The - Buckeroo$! (USA);Ren & Stimpy Show, The - Buckeroo$! (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Ren & Stimpy Show, The - Fire Dogs (USA);Ren & Stimpy Show, The - Fire Dogs (USA);Super Famicom;;;;;;;;;;;;;;;;;;
Ren & Stimpy Show, The - Time Warp (Europe);Ren & Stimpy Show, The - Time Warp (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Ren & Stimpy Show, The - Veediots! (Europe);Ren & Stimpy Show, The - Veediots! (Europe);Super Famicom;;;;;;;;;;;;;;;;;;
Rendering Ranger R2 (Japan) (En);Rendering Ranger R2 (Japan) (En);Super Famicom;;;;;;;;;;;;;;;;;;
